process_velocity_1,process_velocity_2,process_velocity_3,process_high_velocity,process_cylinder_pressure,process_rapid_rise_time,process_biscuit_thickness,process_clamping_force,process_cycle_time,process_pressure_rise_time,process_casting_pressure,process_spray_time,process_spray_1_time,process_spray_2_time,sensor_melting_furnace_temp,sensor_air_pressure,sensor_air_pressure_min,sensor_air_pressure_max,sensor_coolant_temp,sensor_coolant_temp_min,sensor_coolant_temp_max,sensor_coolant_pressure,sensor_factory_temp,sensor_factory_temp_min,sensor_factory_temp_max,sensor_factory_humidity,sensor_factory_humidity_min,sensor_factory_humidity_max
0.138,0.17,0.184,2.155,214,0.008,11,255,20.9,0.044,1037,8.1,1.0,0.8,691.6,6.1,3,9,26.8,10,50,2.68,35.7,18.0,22.0,49.8,18.0,22.0
0.144,0.166,0.186,2.119,217,0.008,11,258,20.7,0.043,1052,7.9,0.8,0.8,702.8,6.2,3,9,26.4,10,50,2.74,32.0,18.0,22.0,62.5,18.0,22.0
0.139,0.166,0.186,2.157,215,0.008,12,255,20.9,0.044,1039,8.1,1.0,0.8,693.8,6.3,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0
0.144,0.168,0.184,2.109,235,0.007,14,254,22.6,0.035,1136,9.8,1.2,0.7,687.0,7.0,3,9,27.3,10,50,2.62,32.2,18.0,22.0,68.0,18.0,22.0
0.136,0.166,0.184,2.137,215,0.008,12,258,20.8,0.043,1039,7.9,0.8,0.8,687.0,6.2,3,9,26.5,10,50,2.76,32.1,18.0,22.0,61.2,18.0,22.0
0.144,0.168,0.176,2.136,217,0.007,11,255,20.9,0.044,1052,8.1,1.0,0.8,702.9,6.4,3,9,26.8,10,50,2.69,35.2,18.0,22.0,50.8,18.0,22.0
0.142,0.168,0.181,2.144,214,0.008,12,255,20.7,0.044,1036,7.9,0.8,0.8,703.2,6.4,3,9,26.3,10,50,2.75,32.0,18.0,22.0,62.8,18.0,22.0
0.144,0.17,0.178,2.152,215,0.008,11,257,20.8,0.044,1038,8.0,1.0,0.8,677.2,5.4,3,9,27.0,10,50,2.7,36.8,18.0,22.0,45.5,18.0,22.0
0.146,0.17,0.18,2.125,218,0.009,12,257,20.8,0.035,1054,8.0,1.0,0.8,703.7,6.2,3,9,27.1,10,50,2.7,36.8,18.0,22.0,46.4,18.0,22.0
0.146,0.168,0.188,2.128,214,0.009,12,258,20.8,0.042,1036,8.0,1.0,0.8,706.2,5.9,3,9,27.2,10,50,2.71,36.6,18.0,22.0,47.2,18.0,22.0
0.142,0.166,0.182,2.148,215,0.008,11,261,20.9,0.043,1040,8.0,1.0,0.8,696.8,6.2,3,9,27.1,10,50,2.69,36.5,18.0,22.0,46.8,18.0,22.0
0.142,0.17,0.181,2.126,217,0.008,11,257,20.7,0.043,1051,7.9,0.8,0.8,676.1,6.3,3,9,26.3,10,50,2.75,31.5,18.0,22.0,63.5,18.0,22.0
0.144,0.168,0.18,2.123,217,0.015,11,257,21.0,0.043,1052,8.1,1.0,0.8,696.3,6.2,3,9,26.5,10,50,2.72,34.1,18.0,22.0,54.0,18.0,22.0
0.144,0.166,0.182,2.128,214,0.013,11,253,20.7,0.044,1038,7.8,0.7,0.8,700.7,5.6,3,9,26.2,10,50,2.7,33.8,18.0,22.0,55.8,18.0,22.0
0.142,0.168,0.176,2.112,218,0.008,11,254,20.7,0.042,1055,7.9,0.8,0.8,682.4,6.9,3,9,26.7,10,50,2.75,32.1,18.0,22.0,62.4,18.0,22.0
0.142,0.17,0.176,2.127,214,0.008,11,257,20.7,0.043,1035,7.9,0.8,0.8,684.5,6.4,3,9,26.2,10,50,2.74,31.5,18.0,22.0,63.2,18.0,22.0
0.142,0.166,0.178,2.109,217,0.008,11,254,20.8,0.044,1052,7.9,0.8,0.8,707.5,6.3,3,9,26.2,10,50,2.75,31.8,18.0,22.0,63.6,18.0,22.0
0.142,0.166,0.178,2.12,239,0.005,12,253,22.6,0.037,1155,9.8,1.2,0.7,688.5,6.9,3,9,27.3,10,50,2.65,32.0,18.0,22.0,68.7,18.0,22.0
0.141,0.168,0.178,2.136,217,0.007,12,258,20.7,0.043,1050,7.9,0.8,0.8,675.0,6.4,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.1,18.0,22.0
0.142,0.17,0.182,2.119,217,0.007,11,257,20.9,0.044,1051,8.1,1.0,0.8,706.1,6.6,3,9,26.7,10,50,2.69,35.3,18.0,22.0,50.2,18.0,22.0
0.142,0.17,0.184,2.118,218,0.009,12,257,20.9,0.042,1055,8.1,1.0,0.8,699.4,6.9,3,9,27.3,10,50,2.67,36.2,18.0,22.0,47.1,18.0,22.0
0.144,0.166,0.187,2.144,218,0.007,13,254,21.3,0.043,1056,8.4,1.0,0.8,715.9,5.1,3,9,27.2,10,50,2.75,32.6,18.0,22.0,63.8,18.0,22.0
0.142,0.17,0.19,2.119,239,0.008,11,257,22.6,0.036,1157,9.8,1.2,0.7,719.2,5.1,3,9,27.1,10,50,2.62,31.5,18.0,22.0,69.9,18.0,22.0
0.142,0.166,0.181,2.11,217,0.007,13,257,20.7,0.035,1050,7.8,0.8,0.8,709.3,6.2,3,9,26.4,10,50,2.74,32.0,18.0,22.0,62.9,18.0,22.0
0.146,0.17,0.18,2.153,217,0.007,11,255,20.8,0.041,1052,7.9,0.8,0.8,700.9,6.2,3,9,26.3,10,50,2.77,32.0,18.0,22.0,63.0,18.0,22.0
0.142,0.168,0.179,2.103,239,0.008,6,254,22.5,0.041,1158,9.7,1.2,0.7,727.7,4.9,3,9,27.1,10,50,2.61,31.7,18.0,22.0,68.9,18.0,22.0
0.142,0.166,0.18,2.136,218,0.008,11,257,20.8,0.043,1054,8.1,1.0,0.8,701.0,6.7,3,9,27.4,10,50,2.7,36.0,18.0,22.0,50.8,18.0,22.0
0.146,0.168,0.179,2.124,214,0.007,12,254,20.7,0.041,1038,7.9,0.8,0.8,684.4,6.8,3,9,26.6,10,50,2.76,32.1,18.0,22.0,62.6,18.0,22.0
0.142,0.168,0.178,2.136,215,0.008,12,257,20.9,0.044,1040,8.1,1.0,0.8,686.7,6.4,3,9,27.3,10,50,2.67,36.6,18.0,22.0,46.9,18.0,22.0
0.142,0.168,0.182,2.112,215,0.006,11,258,20.8,0.042,1040,8.1,1.0,0.8,698.0,6.4,3,9,26.4,10,50,2.7,34.6,18.0,22.0,52.5,18.0,22.0
0.144,0.168,0.182,2.159,218,0.007,11,257,20.8,0.042,1053,8.0,1.0,0.8,687.3,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.4,18.0,22.0
0.142,0.166,0.176,2.161,217,0.008,11,253,20.7,0.042,1052,7.9,0.8,0.8,705.5,6.2,3,9,26.5,10,50,2.77,32.2,18.0,22.0,61.1,18.0,22.0
0.142,0.168,0.184,2.116,214,0.008,12,255,20.8,0.044,1036,7.9,0.8,0.8,706.0,6.2,3,9,26.4,10,50,2.77,32.0,18.0,22.0,62.4,18.0,22.0
0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,701.9,6.3,3,9,26.1,10,50,2.73,31.6,18.0,22.0,64.7,18.0,22.0
0.146,0.166,0.187,2.128,215,0.007,11,257,20.8,0.044,1038,8.1,1.0,0.8,699.5,6.9,3,9,27.3,10,50,2.69,36.3,18.0,22.0,47.0,18.0,22.0
0.144,0.166,0.188,2.139,218,0.008,12,257,21.0,0.044,1054,8.1,1.0,0.8,710.0,6.2,3,9,26.5,10,50,2.7,33.9,18.0,22.0,53.4,18.0,22.0
0.146,0.17,0.187,2.157,217,0.008,11,258,20.8,0.042,1051,7.9,0.8,0.8,686.2,6.5,3,9,26.1,10,50,2.74,31.2,18.0,22.0,65.7,18.0,22.0
0.16,0.188,0.21,2.237,239,0.009,13,255,23.6,0.043,1158,10.8,1.2,0.7,698.3,6.7,3,9,28.1,10,50,2.63,32.1,18.0,22.0,69.7,18.0,22.0
0.142,0.168,0.178,2.144,218,0.007,12,258,21.2,0.044,1054,8.3,0.8,0.8,701.3,5.4,3,9,27.1,10,50,2.76,32.0,18.0,22.0,69.4,18.0,22.0
0.142,0.172,0.186,2.126,217,0.008,11,257,20.8,0.044,1052,7.9,0.7,0.8,686.9,6.8,3,9,26.3,10,50,2.7,34.2,18.0,22.0,54.7,18.0,22.0
0.146,0.171,0.188,2.134,217,0.008,12,258,20.6,0.044,1052,7.9,0.8,0.8,688.2,6.5,3,9,26.2,10,50,2.76,31.2,18.0,22.0,65.6,18.0,22.0
0.144,0.168,0.18,2.127,215,0.007,12,257,21.2,0.044,1040,8.3,0.8,0.8,671.0,5.9,3,9,26.8,10,50,2.74,32.5,18.0,22.0,61.6,18.0,22.0
0.144,0.168,0.186,2.133,214,0.008,11,258,20.9,0.043,1037,8.0,1.0,0.8,703.8,5.8,3,9,26.0,10,50,2.74,31.0,18.0,22.0,66.1,18.0,22.0
0.152,0.188,0.202,2.269,239,0.009,13,253,23.6,0.036,1156,10.8,1.2,0.7,688.6,7.0,3,9,28.1,10,50,2.62,32.0,18.0,22.0,70.1,18.0,22.0
0.142,0.168,0.179,2.123,218,0.007,12,254,20.8,0.043,1054,7.9,0.8,0.8,684.2,6.9,3,9,26.7,10,50,2.75,32.1,18.0,22.0,62.5,18.0,22.0
0.14,0.168,0.188,2.168,215,0.009,13,257,20.9,0.042,1043,8.2,0.8,0.8,711.6,5.2,3,9,27.2,10,50,2.72,32.0,18.0,22.0,67.8,18.0,22.0
0.141,0.166,0.176,2.147,214,0.008,11,258,20.9,0.044,1037,8.0,1.0,0.8,706.6,5.9,3,9,26.4,10,50,2.7,34.4,18.0,22.0,52.2,18.0,22.0
0.142,0.168,0.184,2.141,218,0.008,12,255,20.9,0.044,1053,8.0,1.0,0.8,698.5,6.6,3,9,27.3,10,50,2.72,36.3,18.0,22.0,46.6,18.0,22.0
0.14,0.168,0.184,2.123,214,0.007,11,257,20.9,0.044,1037,8.1,1.0,0.8,699.8,6.2,3,9,26.8,10,50,2.68,35.8,18.0,22.0,48.1,18.0,22.0
0.144,0.168,0.174,2.121,214,0.008,11,253,20.6,0.041,1037,7.8,0.7,0.8,698.2,5.6,3,9,26.2,10,50,2.67,33.7,18.0,22.0,55.8,18.0,22.0
0.146,0.168,0.19,2.112,218,0.008,10,255,20.7,0.043,1053,7.8,0.8,0.8,713.1,6.2,3,9,26.2,10,50,2.74,32.0,18.0,22.0,62.4,18.0,22.0
0.144,0.17,0.182,2.105,215,0.008,9,263,21.5,0.041,1040,8.6,1.0,1.0,717.8,6.7,3,9,26.5,10,50,2.63,34.7,18.0,22.0,58.4,18.0,22.0
0.142,0.166,0.178,2.135,214,0.008,12,257,20.8,0.044,1037,8.0,1.0,0.8,710.0,6.0,3,9,26.5,10,50,2.7,34.2,18.0,22.0,52.7,18.0,22.0
0.144,0.168,0.176,2.136,217,0.008,11,255,20.9,0.042,1052,8.1,1.0,0.8,706.0,6.7,3,9,26.7,10,50,2.71,35.5,18.0,22.0,50.9,18.0,22.0
0.142,0.168,0.18,2.155,218,0.007,12,258,20.9,0.044,1054,8.0,1.0,0.8,702.0,6.1,3,9,27.3,10,50,2.68,36.7,18.0,22.0,46.3,18.0,22.0
0.144,0.168,0.188,2.099,217,0.005,11,258,20.7,0.044,1052,7.9,0.8,0.8,688.2,6.5,3,9,26.2,10,50,2.76,31.2,18.0,22.0,65.6,18.0,22.0
0.141,0.168,0.187,2.119,239,0.008,12,254,22.6,0.035,1157,9.7,1.2,0.7,701.4,4.9,3,9,26.5,10,50,2.6,35.0,18.0,22.0,57.8,18.0,22.0
0.144,0.17,0.176,2.107,235,0.007,12,259,22.5,0.037,1137,9.7,1.2,0.7,729.3,5.0,3,9,27.1,10,50,2.63,31.6,18.0,22.0,69.2,18.0,22.0
0.142,0.168,0.178,2.149,218,0.007,11,253,20.9,0.041,1056,8.1,1.0,0.8,714.8,6.4,3,9,25.9,10,50,2.75,31.0,18.0,22.0,65.2,18.0,22.0
0.142,0.168,0.184,2.146,218,0.008,11,253,20.9,0.041,1055,8.0,1.0,0.8,729.8,5.9,3,9,26.0,10,50,2.75,30.7,18.0,22.0,66.3,18.0,22.0
0.142,0.17,0.178,2.128,217,0.009,12,255,20.9,0.044,1052,8.1,1.0,0.8,690.5,6.3,3,9,27.3,10,50,2.69,36.7,18.0,22.0,46.5,18.0,22.0
0.144,0.168,0.182,2.119,218,0.008,12,255,21.1,0.044,1053,8.3,0.8,0.8,678.2,6.0,3,9,26.8,10,50,2.74,32.3,18.0,22.0,61.9,18.0,22.0
0.144,0.168,0.182,2.145,218,0.016,12,255,21.0,0.044,1057,8.0,1.0,0.8,700.5,6.7,3,9,27.4,10,50,2.7,36.0,18.0,22.0,50.9,18.0,22.0
0.142,0.17,0.179,2.127,214,0.008,11,254,20.5,0.044,1038,7.8,0.7,0.8,712.1,6.0,3,9,26.2,10,50,2.69,33.9,18.0,22.0,55.7,18.0,22.0
0.144,0.166,0.186,2.146,218,0.008,12,255,20.9,0.044,1053,8.0,1.0,0.8,682.7,6.0,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.6,18.0,22.0
0.146,0.168,0.186,2.082,239,0.008,14,259,22.7,0.038,1155,9.7,1.2,0.7,711.1,4.8,3,9,27.2,10,50,2.62,31.8,18.0,22.0,69.3,18.0,22.0
0.142,0.166,0.187,2.109,215,0.008,13,261,21.3,0.044,1042,8.5,1.0,0.8,676.1,5.5,3,9,27.2,10,50,2.72,32.2,18.0,22.0,65.5,18.0,22.0
0.146,0.168,0.185,2.122,217,0.008,11,255,20.7,0.043,1052,7.9,0.8,0.8,710.1,6.2,3,9,26.4,10,50,2.75,31.9,18.0,22.0,63.1,18.0,22.0
0.144,0.168,0.184,2.149,215,0.007,11,254,20.9,0.041,1040,8.1,1.0,0.8,716.6,6.3,3,9,25.9,10,50,2.72,30.9,18.0,22.0,65.3,18.0,22.0
0.144,0.168,0.186,2.151,218,0.007,12,254,21.2,0.042,1053,8.3,0.8,0.8,706.0,6.1,3,9,26.8,10,50,2.75,32.0,18.0,22.0,62.4,18.0,22.0
0.14,0.166,0.174,2.155,219,0.008,14,259,21.4,0.043,1058,8.5,1.0,0.8,698.4,5.2,3,9,27.2,10,50,2.73,32.3,18.0,22.0,64.4,18.0,22.0
0.144,0.168,0.186,2.119,215,0.008,11,253,20.7,0.044,1039,7.9,0.8,0.8,695.1,6.2,3,9,26.5,10,50,2.74,32.6,18.0,22.0,60.5,18.0,22.0
0.144,0.17,0.174,2.121,217,0.008,11,257,20.9,0.044,1051,8.0,1.0,0.8,715.4,5.7,3,9,26.1,10,50,2.75,30.9,18.0,22.0,66.5,18.0,22.0
0.141,0.168,0.174,2.118,218,0.013,12,259,20.7,0.043,1053,8.0,1.0,0.8,687.0,6.2,3,9,27.2,10,50,2.69,36.6,18.0,22.0,46.7,18.0,22.0
0.144,0.168,0.174,2.161,214,0.01,11,254,21.2,0.042,1038,8.4,0.8,0.8,711.5,7.0,3,9,26.9,10,50,2.74,32.0,18.0,22.0,63.8,18.0,22.0
0.14,0.168,0.188,2.123,217,0.008,12,253,20.8,0.044,1052,7.9,0.8,0.8,686.2,6.9,3,9,26.7,10,50,2.74,32.2,18.0,22.0,62.5,18.0,22.0
0.142,0.168,0.186,2.144,218,0.008,13,253,21.1,0.043,1054,8.2,0.8,0.8,707.4,5.2,3,9,27.2,10,50,2.72,32.0,18.0,22.0,68.8,18.0,22.0
0.142,0.168,0.184,2.16,217,0.01,11,255,20.8,0.041,1052,8.0,1.0,0.8,683.4,5.9,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0
0.144,0.17,0.18,2.123,217,0.008,11,255,21.2,0.042,1052,8.3,0.8,0.8,671.5,5.9,3,9,26.8,10,50,2.72,32.4,18.0,22.0,61.6,18.0,22.0
0.146,0.168,0.178,2.141,215,0.008,12,254,20.6,0.043,1038,7.9,0.8,0.8,716.0,6.2,3,9,26.6,10,50,2.76,32.1,18.0,22.0,61.9,18.0,22.0
0.146,0.168,0.182,2.128,218,0.007,11,253,20.7,0.044,1053,7.9,0.8,0.8,701.6,6.9,3,9,26.7,10,50,2.75,32.4,18.0,22.0,61.6,18.0,22.0
0.152,0.188,0.2,2.228,239,0.007,13,261,23.5,0.042,1157,10.8,1.2,0.7,693.3,6.8,3,9,28.1,10,50,2.64,32.0,18.0,22.0,69.9,18.0,22.0
0.142,0.168,0.184,2.147,217,0.007,11,258,20.7,0.041,1051,7.9,0.8,0.8,682.2,6.5,3,9,26.2,10,50,2.73,31.5,18.0,22.0,63.2,18.0,22.0
0.142,0.166,0.178,2.159,217,0.012,11,257,20.8,0.044,1052,8.1,1.0,0.8,698.9,6.7,3,9,26.6,10,50,2.71,34.9,18.0,22.0,52.1,18.0,22.0
0.139,0.168,0.184,2.109,239,0.008,15,257,22.5,0.035,1157,9.8,1.2,0.7,693.2,7.0,3,9,27.4,10,50,2.62,32.9,18.0,22.0,65.3,18.0,22.0
0.144,0.168,0.178,2.156,217,0.008,11,257,20.7,0.044,1052,8.0,1.0,0.8,714.0,5.8,3,9,26.9,10,50,2.7,36.4,18.0,22.0,46.9,18.0,22.0
0.144,0.168,0.182,2.126,214,0.008,12,257,20.8,0.043,1037,8.0,1.0,0.8,683.4,5.9,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0
0.146,0.168,0.186,2.16,217,0.007,11,255,20.9,0.042,1052,8.1,1.0,0.8,682.0,6.5,3,9,26.5,10,50,2.69,34.7,18.0,22.0,52.1,18.0,22.0
0.142,0.168,0.178,2.161,218,0.007,11,257,20.9,0.041,1053,8.1,1.0,0.8,692.6,6.2,3,9,26.5,10,50,2.69,34.1,18.0,22.0,53.8,18.0,22.0
0.146,0.171,0.179,2.109,235,0.007,15,257,22.7,0.037,1135,9.8,1.2,0.7,707.2,6.9,3,9,27.2,10,50,2.6,31.8,18.0,22.0,69.1,18.0,22.0
0.142,0.168,0.178,2.164,217,0.007,12,257,20.9,0.042,1049,8.0,1.0,0.8,709.1,6.2,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0
0.142,0.166,0.182,2.097,214,0.006,12,255,20.7,0.042,1036,7.8,0.8,0.8,713.9,6.2,3,9,26.3,10,50,2.73,32.0,18.0,22.0,62.4,18.0,22.0
0.142,0.17,0.18,2.155,217,0.007,11,255,20.9,0.042,1051,8.1,1.0,0.8,695.4,6.6,3,9,26.6,10,50,2.69,34.9,18.0,22.0,51.9,18.0,22.0
0.142,0.168,0.179,2.161,218,0.007,12,258,20.9,0.034,1053,8.1,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.7,34.7,18.0,22.0,52.8,18.0,22.0
0.142,0.17,0.176,2.112,214,0.008,11,254,20.7,0.042,1036,7.9,0.8,0.8,707.9,6.4,3,9,26.6,10,50,2.76,32.0,18.0,22.0,62.7,18.0,22.0
0.146,0.166,0.184,2.111,217,0.01,12,257,20.7,0.033,1051,7.9,0.7,0.8,673.4,6.6,3,9,26.3,10,50,2.68,34.1,18.0,22.0,54.5,18.0,22.0
0.142,0.168,0.186,2.168,217,0.01,12,255,20.8,0.041,1052,8.0,1.0,0.8,691.7,5.8,3,9,27.0,10,50,2.69,36.0,18.0,22.0,46.7,18.0,22.0
0.144,0.17,0.184,2.112,216,0.007,14,255,21.3,0.036,1044,8.4,1.0,0.8,715.9,4.9,3,9,27.2,10,50,2.74,32.5,18.0,22.0,63.9,18.0,22.0
0.14,0.168,0.176,2.142,218,0.007,12,255,21.2,0.044,1055,8.3,0.8,0.8,689.0,6.0,3,9,26.8,10,50,2.72,32.2,18.0,22.0,61.9,18.0,22.0
0.142,0.17,0.178,2.127,218,0.008,13,257,21.1,0.033,1054,8.2,0.8,0.8,711.6,5.2,3,9,27.2,10,50,2.72,32.0,18.0,22.0,67.8,18.0,22.0
0.142,0.168,0.18,2.107,218,0.008,13,258,21.3,0.034,1057,8.5,1.0,1.0,714.3,6.3,3,9,26.5,10,50,2.61,34.7,18.0,22.0,58.2,18.0,22.0
0.142,0.174,0.186,2.147,214,0.008,11,257,21.0,0.043,1037,8.1,1.0,0.8,706.6,6.6,3,9,26.7,10,50,2.69,35.4,18.0,22.0,50.2,18.0,22.0
0.14,0.166,0.187,2.159,218,0.008,11,258,20.9,0.041,1054,8.1,1.0,0.8,697.9,6.4,3,9,26.4,10,50,2.72,34.7,18.0,22.0,52.5,18.0,22.0
0.144,0.168,0.178,2.139,218,0.019,11,258,20.8,0.044,1054,8.1,1.0,0.8,696.9,6.6,3,9,26.4,10,50,2.72,34.7,18.0,22.0,53.0,18.0,22.0
0.144,0.17,0.182,2.147,239,0.008,12,254,22.5,0.037,1155,9.7,1.2,0.7,723.9,4.6,3,9,26.6,10,50,2.61,31.6,18.0,22.0,67.6,18.0,22.0
0.146,0.166,0.182,2.155,218,0.008,11,257,20.8,0.044,1056,8.1,1.0,0.8,723.5,6.1,3,9,26.0,10,50,2.73,30.9,18.0,22.0,65.8,18.0,22.0
0.144,0.172,0.188,2.171,214,0.007,11,253,20.7,0.042,1038,7.8,0.7,0.8,713.4,6.1,3,9,26.2,10,50,2.71,33.9,18.0,22.0,56.0,18.0,22.0
0.141,0.168,0.181,2.127,217,0.008,11,253,20.6,0.043,1052,7.8,0.7,0.8,707.5,5.8,3,9,26.2,10,50,2.7,33.8,18.0,22.0,56.0,18.0,22.0
0.144,0.168,0.174,2.145,217,0.008,11,257,20.8,0.042,1052,7.9,0.8,0.8,706.0,6.2,3,9,26.4,10,50,2.77,32.0,18.0,22.0,62.4,18.0,22.0
0.142,0.17,0.184,2.119,215,0.008,12,257,20.8,0.044,1039,8.0,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.7,34.7,18.0,22.0,53.1,18.0,22.0
0.168,0.212,0.234,2.238,239,0.01,13,257,20.8,0.043,1156,7.1,1.0,0.7,679.1,7.0,3,9,28.1,10,50,2.61,32.0,18.0,22.0,70.6,18.0,22.0
0.142,0.168,0.179,2.103,239,0.008,6,254,22.5,0.041,1158,9.7,1.2,0.7,728.8,4.9,3,9,27.1,10,50,2.62,31.7,18.0,22.0,69.1,18.0,22.0
0.142,0.168,0.178,2.144,217,0.008,12,258,20.7,0.043,1052,8.0,1.0,0.8,706.2,5.9,3,9,27.2,10,50,2.71,36.6,18.0,22.0,47.2,18.0,22.0
0.144,0.17,0.182,2.133,214,0.008,12,253,20.8,0.044,1038,7.9,0.8,0.8,697.4,6.9,3,9,26.7,10,50,2.74,32.5,18.0,22.0,61.9,18.0,22.0
0.144,0.168,0.184,2.145,218,0.008,12,258,21.1,0.038,1055,8.3,0.7,0.7,712.7,6.2,3,9,26.5,10,50,2.64,34.7,18.0,22.0,58.2,18.0,22.0
0.14,0.17,0.182,2.124,217,0.008,12,258,20.6,0.043,1052,7.9,0.8,0.8,678.2,6.3,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.8,18.0,22.0
0.144,0.168,0.178,2.142,218,0.008,12,257,21.1,0.042,1054,8.3,0.8,0.8,671.5,5.9,3,9,26.8,10,50,2.72,32.4,18.0,22.0,61.6,18.0,22.0
0.14,0.166,0.185,2.158,214,0.008,12,255,20.8,0.044,1037,8.1,1.0,0.8,703.1,6.6,3,9,26.7,10,50,2.71,35.0,18.0,22.0,51.7,18.0,22.0
0.142,0.171,0.174,2.126,217,0.008,11,255,20.9,0.044,1052,8.0,1.0,0.8,695.1,6.5,3,9,27.3,10,50,2.7,36.6,18.0,22.0,46.5,18.0,22.0
0.142,0.168,0.176,2.128,218,0.008,11,257,20.8,0.044,1054,8.0,1.0,0.8,683.1,5.7,3,9,27.0,10,50,2.7,36.1,18.0,22.0,46.4,18.0,22.0
0.144,0.168,0.179,2.137,217,0.008,11,257,20.9,0.044,1052,8.0,1.0,0.8,711.7,6.1,3,9,26.8,10,50,2.71,36.0,18.0,22.0,48.1,18.0,22.0
0.144,0.168,0.182,2.139,215,0.008,11,255,20.8,0.044,1040,8.0,1.0,0.8,697.0,6.4,3,9,27.3,10,50,2.68,36.6,18.0,22.0,46.5,18.0,22.0
0.142,0.168,0.176,2.12,214,0.008,11,258,20.7,0.043,1036,7.9,0.8,0.8,678.2,6.3,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.8,18.0,22.0
0.14,0.168,0.176,2.103,218,0.006,12,254,20.6,0.042,1053,7.9,0.8,0.8,688.2,6.7,3,9,26.6,10,50,2.74,32.1,18.0,22.0,62.5,18.0,22.0
0.18,0.206,0.232,2.281,239,0.01,13,257,20.3,0.044,1157,7.2,1.2,0.7,682.5,6.9,3,9,28.1,10,50,2.64,32.0,18.0,22.0,70.5,18.0,22.0
0.142,0.166,0.176,2.127,214,0.008,11,255,20.8,0.044,1038,8.1,1.0,0.8,689.9,6.1,3,9,26.8,10,50,2.69,35.7,18.0,22.0,49.6,18.0,22.0
0.142,0.17,0.184,2.136,218,0.008,12,253,21.1,0.044,1055,8.3,0.8,0.8,711.1,5.2,3,9,27.1,10,50,2.74,32.0,18.0,22.0,67.6,18.0,22.0
0.14,0.17,0.176,2.111,214,0.008,11,257,20.6,0.042,1036,7.9,0.8,0.8,713.0,6.2,3,9,26.4,10,50,2.76,32.0,18.0,22.0,63.2,18.0,22.0
0.144,0.166,0.174,2.147,217,0.008,11,255,20.8,0.041,1052,7.9,0.8,0.8,696.2,6.2,3,9,26.4,10,50,2.76,31.8,18.0,22.0,63.8,18.0,22.0
0.141,0.166,0.178,2.122,218,0.005,11,258,20.9,0.044,1053,8.1,1.0,0.8,709.3,6.3,3,9,26.4,10,50,2.7,33.9,18.0,22.0,53.5,18.0,22.0
0.14,0.168,0.178,2.163,218,0.009,12,258,20.7,0.042,1054,7.8,0.8,0.8,682.4,6.0,3,9,26.1,10,50,2.74,31.1,18.0,22.0,65.7,18.0,22.0
0.144,0.168,0.182,2.128,218,0.008,12,258,20.9,0.043,1056,8.1,1.0,0.8,685.0,6.3,3,9,27.2,10,50,2.7,36.4,18.0,22.0,46.8,18.0,22.0
0.144,0.168,0.176,2.136,214,0.007,12,257,20.7,0.043,1036,7.9,0.8,0.8,697.6,6.2,3,9,26.4,10,50,2.74,32.1,18.0,22.0,62.1,18.0,22.0
0.14,0.172,0.178,2.134,239,0.007,12,250,22.6,0.035,1157,9.7,1.2,0.7,694.6,5.1,3,9,26.5,10,50,2.65,35.0,18.0,22.0,57.7,18.0,22.0
0.141,0.171,0.189,2.149,218,0.008,11,257,20.9,0.044,1053,8.1,1.0,0.8,706.6,6.6,3,9,26.7,10,50,2.69,35.4,18.0,22.0,50.2,18.0,22.0
0.144,0.17,0.181,2.124,214,0.008,12,254,20.6,0.041,1037,7.8,0.7,0.8,709.3,5.9,3,9,26.2,10,50,2.71,33.8,18.0,22.0,55.8,18.0,22.0
0.141,0.166,0.184,2.117,219,0.008,14,261,21.3,0.036,1058,8.5,1.0,0.8,700.4,5.2,3,9,27.2,10,50,2.72,32.3,18.0,22.0,64.4,18.0,22.0
0.141,0.165,0.184,2.148,218,0.007,12,259,20.9,0.044,1053,8.0,1.0,0.8,687.7,6.2,3,9,27.2,10,50,2.71,36.6,18.0,22.0,47.0,18.0,22.0
0.146,0.17,0.184,2.121,215,0.008,12,254,20.7,0.041,1040,8.0,1.0,0.8,693.1,5.9,3,9,27.1,10,50,2.7,36.1,18.0,22.0,47.0,18.0,22.0
0.146,0.168,0.186,2.136,214,0.008,11,258,20.8,0.043,1036,8.0,1.0,0.8,720.7,5.8,3,9,26.0,10,50,2.75,30.7,18.0,22.0,66.8,18.0,22.0
0.144,0.168,0.18,2.17,218,0.01,11,257,20.9,0.042,1054,8.1,1.0,0.8,704.6,6.3,3,9,26.5,10,50,2.7,34.0,18.0,22.0,53.7,18.0,22.0
